full_name,url,stars,forks,open_issues,contributors,commits,releases,has_ci,readme_length,n_topics,has_license,language,age_days,days_since_push,commits_per_contributor,has_readme,age_years,activity,text
TheAlisher/Boilerplate-Android,https://github.com/TheAlisher/Boilerplate-Android,100,12,2,1,1968,0,0,1683,4,1,Kotlin,1929,9,1968.0,1,5.3,active,"Repository in Kotlin with low popularity (100 stars, 12 forks). Maintained by a single contributor, 1968 total commits (1968.0 per contributor). 0 releases, 2 open issues. It lacks CI/CD workflows, has a README of 1683 characters, 4 topics, and is licensed. The project is 5.3 years old and currently active (last push 9 days ago)."
WPBP/WordPress-Plugin-Boilerplate-Powered,https://github.com/WPBP/WordPress-Plugin-Boilerplate-Powered,842,123,10,17,790,36,1,8379,5,1,PHP,4355,9,46.5,1,11.9,active,"Repository in PHP with moderate popularity (842 stars, 123 forks). Maintained by a team of 17 contributors, 790 total commits (46.5 per contributor). 36 releases, 10 open issues. It has CI/CD workflows, has a README of 8379 characters, 5 topics, and is licensed. The project is 11.9 years old and currently active (last push 9 days ago)."
jmcgaha/craft-boilerplate,https://github.com/jmcgaha/craft-boilerplate,26,3,2,1,252,0,0,9608,3,1,Shell,2427,9,252.0,1,6.6,active,"Repository in Shell with low popularity (26 stars, 3 forks). Maintained by a single contributor, 252 total commits (252.0 per contributor). 0 releases, 2 open issues. It lacks CI/CD workflows, has a README of 9608 characters, 3 topics, and is licensed. The project is 6.6 years old and currently active (last push 9 days ago)."
basher/Web-UI-Boilerplate,https://github.com/basher/Web-UI-Boilerplate,70,4,0,1,907,162,1,3787,0,1,JavaScript,1123,9,907.0,1,3.1,active,"Repository in JavaScript with low popularity (70 stars, 4 forks). Maintained by a single contributor, 907 total commits (907.0 per contributor). 162 releases, 0 open issues. It has CI/CD workflows, has a README of 3787 characters, no topics, and is licensed. The project is 3.1 years old and currently active (last push 9 days ago)."
peaceiris/mkdocs-material-boilerplate,https://github.com/peaceiris/mkdocs-material-boilerplate,130,61,19,5,709,124,1,2544,11,1,Python,2680,9,141.8,1,7.3,active,"Repository in Python with moderate popularity (130 stars, 61 forks). Maintained by a small team of 5 contributors, 709 total commits (141.8 per contributor). 124 releases, 19 open issues. It has CI/CD workflows, has a README of 2544 characters, 11 topics, and is licensed. The project is 7.3 years old and currently active (last push 9 days ago)."
danurbanowicz/eleventy-netlify-boilerplate,https://github.com/danurbanowicz/eleventy-netlify-boilerplate,543,193,1,7,265,0,0,5742,10,1,Nunjucks,2866,10,37.9,1,7.9,active,"Repository in Nunjucks with moderate popularity (543 stars, 193 forks). Maintained by a team of 7 contributors, 265 total commits (37.9 per contributor). 0 releases, 1 open issues. It lacks CI/CD workflows, has a README of 5742 characters, 10 topics, and is licensed. The project is 7.9 years old and currently active (last push 10 days ago)."
yusufalitangoz/nuxt-4-shadcn-boilerplate,https://github.com/yusufalitangoz/nuxt-4-shadcn-boilerplate,24,4,0,2,377,0,0,4861,8,1,Vue,705,10,188.5,1,1.9,active,"Repository in Vue with low popularity (24 stars, 4 forks). Maintained by a small team of 2 contributors, 377 total commits (188.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4861 characters, 8 topics, and is licensed. The project is 1.9 years old and currently active (last push 10 days ago)."
NarHakobyan/awesome-nest-boilerplate,https://github.com/NarHakobyan/awesome-nest-boilerplate,2791,513,1,21,452,3,1,5338,0,1,TypeScript,2647,10,21.5,1,7.3,active,"Repository in TypeScript with high popularity (2791 stars, 513 forks). Maintained by a team of 21 contributors, 452 total commits (21.5 per contributor). 3 releases, 1 open issues. It has CI/CD workflows, has a README of 5338 characters, no topics, and is licensed. The project is 7.3 years old and currently active (last push 10 days ago)."
webdriverio/jasmine-boilerplate,https://github.com/webdriverio/jasmine-boilerplate,54,46,0,8,1224,0,1,908,7,1,TypeScript,3197,10,153.0,1,8.8,active,"Repository in TypeScript with low popularity (54 stars, 46 forks). Maintained by a team of 8 contributors, 1224 total commits (153.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 908 characters, 7 topics, and is licensed. The project is 8.8 years old and currently active (last push 10 days ago)."
vndevteam/nestjs-boilerplate,https://github.com/vndevteam/nestjs-boilerplate,300,81,26,5,245,15,1,5348,20,1,TypeScript,722,0,49.0,1,2.0,active,"Repository in TypeScript with moderate popularity (300 stars, 81 forks). Maintained by a small team of 5 contributors, 245 total commits (49.0 per contributor). 15 releases, 26 open issues. It has CI/CD workflows, has a README of 5348 characters, 20 topics, and is licensed. The project is 2.0 years old and currently active (last push 0 days ago)."
choisohyun/react-vite-ts-boilerplate,https://github.com/choisohyun/react-vite-ts-boilerplate,125,14,16,3,293,6,1,3320,10,0,TypeScript,1552,1,97.7,1,4.3,active,"Repository in TypeScript with moderate popularity (125 stars, 14 forks). Maintained by a small team of 3 contributors, 293 total commits (97.7 per contributor). 6 releases, 16 open issues. It has CI/CD workflows, has a README of 3320 characters, 10 topics, and is no license. The project is 4.3 years old and currently active (last push 1 days ago)."
marcosrjjunior/hono-boilerplate,https://github.com/marcosrjjunior/hono-boilerplate,72,4,0,1,144,21,1,7454,9,0,TypeScript,969,11,144.0,1,2.7,active,"Repository in TypeScript with low popularity (72 stars, 4 forks). Maintained by a single contributor, 144 total commits (144.0 per contributor). 21 releases, 0 open issues. It has CI/CD workflows, has a README of 7454 characters, 9 topics, and is no license. The project is 2.7 years old and currently active (last push 11 days ago)."
diegoclair/go_boilerplate,https://github.com/diegoclair/go_boilerplate,33,1,0,1,397,0,1,10373,11,1,Go,1706,12,397.0,1,4.7,active,"Repository in Go with low popularity (33 stars, 1 forks). Maintained by a single contributor, 397 total commits (397.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 10373 characters, 11 topics, and is licensed. The project is 4.7 years old and currently active (last push 12 days ago)."
ChristianLempa/boilerplates,https://github.com/ChristianLempa/boilerplates,7774,1827,9,31,2797,15,1,5257,9,1,Python,1813,12,90.2,1,5.0,active,"Repository in Python with high popularity (7774 stars, 1827 forks). Maintained by a team of 31 contributors, 2797 total commits (90.2 per contributor). 15 releases, 9 open issues. It has CI/CD workflows, has a README of 5257 characters, 9 topics, and is licensed. The project is 5.0 years old and currently active (last push 12 days ago)."
var1914/mlops-boilerplate,https://github.com/var1914/mlops-boilerplate,21,6,0,1,67,0,0,23737,0,1,Python,297,12,67.0,1,0.8,active,"Repository in Python with low popularity (21 stars, 6 forks). Maintained by a single contributor, 67 total commits (67.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 23737 characters, no topics, and is licensed. The project is 0.8 years old and currently active (last push 12 days ago)."
locomotivemtl/astro-boilerplate,https://github.com/locomotivemtl/astro-boilerplate,61,19,26,8,132,0,0,2796,2,1,TypeScript,724,13,16.5,1,2.0,active,"Repository in TypeScript with low popularity (61 stars, 19 forks). Maintained by a team of 8 contributors, 132 total commits (16.5 per contributor). 0 releases, 26 open issues. It lacks CI/CD workflows, has a README of 2796 characters, 2 topics, and is licensed. The project is 2.0 years old and currently active (last push 13 days ago)."
plotly/dash-component-boilerplate,https://github.com/plotly/dash-component-boilerplate,293,196,54,31,272,0,1,4652,3,0,Python,2857,15,8.8,1,7.8,active,"Repository in Python with moderate popularity (293 stars, 196 forks). Maintained by a team of 31 contributors, 272 total commits (8.8 per contributor). 0 releases, 54 open issues. It has CI/CD workflows, has a README of 4652 characters, 3 topics, and is no license. The project is 7.8 years old and currently active (last push 15 days ago)."
hadrysm/nextjs-boilerplate,https://github.com/hadrysm/nextjs-boilerplate,224,37,10,2,1055,0,1,2801,16,1,TypeScript,1456,7,527.5,1,4.0,active,"Repository in TypeScript with moderate popularity (224 stars, 37 forks). Maintained by a small team of 2 contributors, 1055 total commits (527.5 per contributor). 0 releases, 10 open issues. It has CI/CD workflows, has a README of 2801 characters, 16 topics, and is licensed. The project is 4.0 years old and currently active (last push 7 days ago)."
rpuls/payload-3-boilerplate,https://github.com/rpuls/payload-3-boilerplate,32,24,0,2,38,0,0,5712,5,0,TypeScript,549,15,19.0,1,1.5,active,"Repository in TypeScript with low popularity (32 stars, 24 forks). Maintained by a small team of 2 contributors, 38 total commits (19.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5712 characters, 5 topics, and is no license. The project is 1.5 years old and currently active (last push 15 days ago)."
saheeranas/react-native-redux-boilerplate,https://github.com/saheeranas/react-native-redux-boilerplate,110,32,0,3,420,0,0,1561,20,1,TypeScript,2648,16,140.0,1,7.3,active,"Repository in TypeScript with moderate popularity (110 stars, 32 forks). Maintained by a small team of 3 contributors, 420 total commits (140.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1561 characters, 20 topics, and is licensed. The project is 7.3 years old and currently active (last push 16 days ago)."
dgarcia360/openapi-boilerplate,https://github.com/dgarcia360/openapi-boilerplate,396,87,10,3,139,1,1,4534,5,1,unknown,2302,0,46.3,1,6.3,active,"Repository in unknown with moderate popularity (396 stars, 87 forks). Maintained by a small team of 3 contributors, 139 total commits (46.3 per contributor). 1 releases, 10 open issues. It has CI/CD workflows, has a README of 4534 characters, 5 topics, and is licensed. The project is 6.3 years old and currently active (last push 0 days ago)."
sbt/sbt-boilerplate,https://github.com/sbt/sbt-boilerplate,111,20,7,11,202,2,1,4375,4,1,Scala,4979,16,18.4,1,13.6,active,"Repository in Scala with moderate popularity (111 stars, 20 forks). Maintained by a team of 11 contributors, 202 total commits (18.4 per contributor). 2 releases, 7 open issues. It has CI/CD workflows, has a README of 4375 characters, 4 topics, and is licensed. The project is 13.6 years old and currently active (last push 16 days ago)."
0xb4lamx/nestjs-boilerplate-microservice,https://github.com/0xb4lamx/nestjs-boilerplate-microservice,630,79,31,6,438,1,0,4571,12,1,TypeScript,2464,0,73.0,1,6.8,active,"Repository in TypeScript with moderate popularity (630 stars, 79 forks). Maintained by a team of 6 contributors, 438 total commits (73.0 per contributor). 1 releases, 31 open issues. It lacks CI/CD workflows, has a README of 4571 characters, 12 topics, and is licensed. The project is 6.8 years old and currently active (last push 0 days ago)."
goldstack/nextjs-bootstrap-boilerplate,https://github.com/goldstack/nextjs-bootstrap-boilerplate,22,18,0,2,509,0,1,8327,7,0,CSS,1564,17,254.5,1,4.3,active,"Repository in CSS with low popularity (22 stars, 18 forks). Maintained by a small team of 2 contributors, 509 total commits (254.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 8327 characters, 7 topics, and is no license. The project is 4.3 years old and currently active (last push 17 days ago)."
artursopelnik/stencil-storybook-boilerplate,https://github.com/artursopelnik/stencil-storybook-boilerplate,25,3,0,3,105,0,1,4417,9,1,JavaScript,592,18,35.0,1,1.6,active,"Repository in JavaScript with low popularity (25 stars, 3 forks). Maintained by a small team of 3 contributors, 105 total commits (35.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 4417 characters, 9 topics, and is licensed. The project is 1.6 years old and currently active (last push 18 days ago)."
saimaanliikenne/astro-blog-starter-template,https://github.com/saimaanliikenne/astro-blog-starter-template,0,0,0,1,411,0,0,3162,0,0,Astro,128,0,411.0,1,0.4,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 411 total commits (411.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.4 years old and currently active (last push 0 days ago)."
kido-luci/flutter-starter-template,https://github.com/kido-luci/flutter-starter-template,8,3,1,2,172,0,1,25702,4,1,Dart,3,0,86.0,1,0.0,active,"Repository in Dart with low popularity (8 stars, 3 forks). Maintained by a small team of 2 contributors, 172 total commits (86.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 25702 characters, 4 topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago)."
vosslab/starter-repo-template,https://github.com/vosslab/starter-repo-template,1,0,0,1,104,0,0,2977,0,0,Python,104,0,104.0,1,0.3,active,"Repository in Python with almost no popularity (1 stars, 0 forks). Maintained by a single contributor, 104 total commits (104.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2977 characters, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago)."
sebasciacca-cyber/astro-blog-starter-template,https://github.com/sebasciacca-cyber/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
robertsima/spring-boot-starter-template,https://github.com/robertsima/spring-boot-starter-template,0,0,0,1,7,0,0,1680,0,1,Java,0,0,7.0,1,0.0,active,"Repository in Java with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 7 total commits (7.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1680 characters, no topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago)."
OwlBeDesigns/astro-blog-starter-template,https://github.com/OwlBeDesigns/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
4ghmffw85v-art/astro-blog-starter-template,https://github.com/4ghmffw85v-art/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
toddwashere/superpowers-starter-template-nextjs,https://github.com/toddwashere/superpowers-starter-template-nextjs,1,0,1,1,516,0,1,9296,0,0,TypeScript,23,0,516.0,1,0.1,active,"Repository in TypeScript with almost no popularity (1 stars, 0 forks). Maintained by a single contributor, 516 total commits (516.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 9296 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
Thompson-Software/next-starter-template,https://github.com/Thompson-Software/next-starter-template,0,0,0,1,2,0,0,2719,0,0,TypeScript,0,0,2.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 2 total commits (2.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2719 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
justlog-solutions/next-starter-template,https://github.com/justlog-solutions/next-starter-template,0,0,0,0,1,0,0,2719,0,0,TypeScript,0,0,1.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2719 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
crossdaz/astro-blog-starter-template,https://github.com/crossdaz/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
pedrorosemberg-si-fiemg/react-router-starter-template,https://github.com/pedrorosemberg-si-fiemg/react-router-starter-template,0,0,0,2,2,0,0,31,0,0,unknown,0,0,1.0,1,0.0,active,"Repository in unknown with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 2 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 31 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
kerem4-ctrl/django-rest-framework-starter-template,https://github.com/kerem4-ctrl/django-rest-framework-starter-template,0,0,0,2,33,0,0,5451,15,0,Python,105,0,16.5,1,0.3,active,"Repository in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 33 total commits (16.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5451 characters, 15 topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago)."
afzalansari2910/nextjs-starter-template,https://github.com/afzalansari2910/nextjs-starter-template,3,0,0,1,6,0,0,340,20,0,unknown,290,0,6.0,1,0.8,active,"Repository in unknown with almost no popularity (3 stars, 0 forks). Maintained by a single contributor, 6 total commits (6.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 340 characters, 20 topics, and is no license. The project is 0.8 years old and currently active (last push 0 days ago)."
Guramirez/nestjs-starter-api-template,https://github.com/Guramirez/nestjs-starter-api-template,0,1,0,2,8,0,0,5124,20,1,TypeScript,1200,0,4.0,1,3.3,active,"Repository in TypeScript with almost no popularity (0 stars, 1 forks). Maintained by a small team of 2 contributors, 8 total commits (4.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5124 characters, 20 topics, and is licensed. The project is 3.3 years old and currently active (last push 0 days ago)."
LucasAnd1/nestjs-microservices-starter-template,https://github.com/LucasAnd1/nestjs-microservices-starter-template,1,0,0,2,7,0,0,5537,10,1,TypeScript,945,0,3.5,1,2.6,active,"Repository in TypeScript with almost no popularity (1 stars, 0 forks). Maintained by a small team of 2 contributors, 7 total commits (3.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5537 characters, 10 topics, and is licensed. The project is 2.6 years old and currently active (last push 0 days ago)."
S24-MECHTECH/astro-blog-starter-template,https://github.com/S24-MECHTECH/astro-blog-starter-template,0,0,0,1,1593,0,1,3162,0,0,Astro,90,0,1593.0,1,0.2,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1593 total commits (1593.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago)."
kc0507/astro-blog-starter-template,https://github.com/kc0507/astro-blog-starter-template,0,0,0,2,2,0,0,29,0,0,unknown,0,0,1.0,1,0.0,active,"Repository in unknown with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 2 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 29 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
Priyansh-Shakya/Flutter_Starter_Template,https://github.com/Priyansh-Shakya/Flutter_Starter_Template,0,0,0,1,9,0,0,4157,0,0,C++,18,0,9.0,1,0.0,active,"Repository in C++ with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 9 total commits (9.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4157 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
rizkiameli/blog-starter-template,https://github.com/rizkiameli/blog-starter-template,0,0,0,2,16,0,0,5211,18,1,TypeScript,697,0,8.0,1,1.9,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 16 total commits (8.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5211 characters, 18 topics, and is licensed. The project is 1.9 years old and currently active (last push 0 days ago)."
DRACOSFN/Turborepo-Fullstack-Starter-Template,https://github.com/DRACOSFN/Turborepo-Fullstack-Starter-Template,0,0,0,2,8,0,0,5170,18,1,TypeScript,186,0,4.0,1,0.5,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 8 total commits (4.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5170 characters, 18 topics, and is licensed. The project is 0.5 years old and currently active (last push 0 days ago)."
Charlesnjamanjuguna/ai-chat-assistant-with-python-langchain-starter-template,https://github.com/Charlesnjamanjuguna/ai-chat-assistant-with-python-langchain-starter-template,0,0,0,1,5,0,0,3716,9,0,HTML,1377,0,5.0,1,3.8,active,"Repository in HTML with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 5 total commits (5.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3716 characters, 9 topics, and is no license. The project is 3.8 years old and currently active (last push 0 days ago)."
bvuz/Django-Multi-Tenant-SaaS-Starter-Template,https://github.com/bvuz/Django-Multi-Tenant-SaaS-Starter-Template,4,0,0,2,10,0,0,4842,13,1,Python,209,0,5.0,1,0.6,active,"Repository in Python with low popularity (4 stars, 0 forks). Maintained by a small team of 2 contributors, 10 total commits (5.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4842 characters, 13 topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago)."
wdhunter645/next-starter-template,https://github.com/wdhunter645/next-starter-template,0,0,91,3,1449,12,1,1631,1,1,TypeScript,226,0,483.0,1,0.6,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a small team of 3 contributors, 1449 total commits (483.0 per contributor). 12 releases, 91 open issues. It has CI/CD workflows, has a README of 1631 characters, 1 topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago)."
H4ck3rmrx/nextjs-saas-starter-template,https://github.com/H4ck3rmrx/nextjs-saas-starter-template,2,0,0,2,7,0,0,5037,16,1,TypeScript,744,0,3.5,1,2.0,active,"Repository in TypeScript with almost no popularity (2 stars, 0 forks). Maintained by a small team of 2 contributors, 7 total commits (3.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5037 characters, 16 topics, and is licensed. The project is 2.0 years old and currently active (last push 0 days ago)."
Saisumanthklv/weapp-starter-template,https://github.com/Saisumanthklv/weapp-starter-template,1,0,0,2,8,0,0,4534,11,1,JavaScript,236,0,4.0,1,0.6,active,"Repository in JavaScript with almost no popularity (1 stars, 0 forks). Maintained by a small team of 2 contributors, 8 total commits (4.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4534 characters, 11 topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago)."
cyberaware10/astro-blog-starter-template,https://github.com/cyberaware10/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
slaph47/astro-blog-starter-template,https://github.com/slaph47/astro-blog-starter-template,0,0,0,1,7,0,0,3038,0,0,Astro,351,0,7.0,1,1.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 7 total commits (7.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3038 characters, no topics, and is no license. The project is 1.0 years old and currently active (last push 0 days ago)."
marofy1991-commits/astro-blog-starter-template,https://github.com/marofy1991-commits/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
huytower/flutter-get-starter-template,https://github.com/huytower/flutter-get-starter-template,1,0,0,3,130,0,1,12691,0,0,Dart,614,0,43.3,1,1.7,active,"Repository in Dart with almost no popularity (1 stars, 0 forks). Maintained by a small team of 3 contributors, 130 total commits (43.3 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 12691 characters, no topics, and is no license. The project is 1.7 years old and currently active (last push 0 days ago)."
tenSunFree/starter-template-refined-kmp,https://github.com/tenSunFree/starter-template-refined-kmp,0,0,0,1,31,0,1,7310,0,0,Kotlin,34,0,31.0,1,0.1,active,"Repository in Kotlin with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 31 total commits (31.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 7310 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
zhouzhanhong1985-ops/workflows-starter-template,https://github.com/zhouzhanhong1985-ops/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
fedepienzi-hue/workflows-starter-template,https://github.com/fedepienzi-hue/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
rmarquina1/astro-blog-starter-template,https://github.com/rmarquina1/astro-blog-starter-template,0,0,0,1,2,0,0,3162,0,0,Astro,96,0,2.0,1,0.3,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 2 total commits (2.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago)."
hfst99/astro-blog-starter-template,https://github.com/hfst99/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
rozenmd/astro-blog-starter-template9,https://github.com/rozenmd/astro-blog-starter-template9,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
rozenmd/astro-blog-starter-template8,https://github.com/rozenmd/astro-blog-starter-template8,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active,"Repository in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
rozenmd/astro-blog-starter-template7,https://github.com/rozenmd/astro-blog-starter-template7,0,0,0,2,2,0,0,30,0,0,unknown,0,0,1.0,1,0.0,active,"Repository in unknown with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 2 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 30 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
AgainQ/tanstack-starter-template,https://github.com/AgainQ/tanstack-starter-template,0,0,0,1,17,0,0,0,0,0,TypeScript,13,0,17.0,0,0.0,active,"Repository in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 17 total commits (17.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago)."
